  atom Z =  92
       -2.48796E+00       -1.29474E+00 total energy part of fprime - 5/3*E_tot/mc**2
 13
  4.00000    -635.505   4
  0.03006   -4286.053   1
  0.00208    -807.296   2
  0.00196    -206.861   5
  0.00278    -138.992   8
  0.02464    -132.377   9
  0.00036     -54.375  10
  0.00046     -29.711  13
  0.00430     -28.101  14
  0.00008     -12.593  17
  0.00008      -4.395  20
  0.00075      -3.978  21
  0.00002      -2.127  23
  0.0   92.0000
  0.5   90.8076
  1.0   87.9046
  1.5   84.3784
  2.0   80.7573
  2.5   77.1707
  3.0   73.6744
  3.5   70.3299
  4.0   67.1850
  4.5   64.2592
  5.0   61.5466
  5.5   59.0270
  6.0   56.6753
  6.5   54.4683
  7.0   52.3874
  7.5   50.4192
  8.0   48.5544
  8.5   46.7867
  9.0   45.1115
  9.5   43.5247
 10.0   42.0224
 10.5   40.5999
 11.0   39.2524
 11.5   37.9748
 12.0   36.7608
 12.5   35.6061
 13.0   34.5038
 13.5   33.4500
 14.0   32.4405
 14.5   31.4689
 15.0   30.5352
 15.5   29.6356
 16.0   28.7649
 16.5   27.9259
 17.0   27.1174
 17.5   26.3334
 18.0   25.5765
 18.5   24.8512
 19.0   24.1517
 19.5   23.4749
 20.0   22.8271
 20.5   22.2114
 21.0   21.6204
 21.5   21.0512
 22.0   20.5098
 22.5   20.0008
 23.0   19.5178
 23.5   19.0540
 24.0   18.6123
 24.5   18.1983
 25.0   17.8132
 25.5   17.4474
 26.0   17.0964
 26.5   16.7632
 27.0   16.4517
 27.5   16.1643
 28.0   15.8928
 28.5   15.6297
 29.0   15.3777
 29.5   15.1384
 30.0   14.9152
 30.5   14.7090
 31.0   14.5095
 31.5   14.3118
 32.0   14.1203
 32.5   13.9352
 33.0   13.7583
 33.5   13.5941
 34.0   13.4361
 34.5   13.2741
 35.0   13.1117
 35.5   12.9531
 36.0   12.7958
 36.5   12.6427
 37.0   12.4996
 37.5   12.3603
 38.0   12.2139
 38.5   12.0628
 39.0   11.9143
 39.5   11.7664
 40.0   11.6174
