# UO2(CO3)3 4- complex - U L3-edge XANES (NO Ca reference        Feff 8.40   
# Based on liebigite geometry with Ca removed
# 14 atoms: 2 Oax + 6 Oeq + 3 C + 3 Odis
# Compare with CaUO2(CO3)3 to isolate Ca spectral effects
# POT  SCF  30  6.0000   1, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=92 Rmt= 1.259 Rnm= 1.526 L3 shell
# Pot 1 Z= 8 Rmt= 0.833 Rnm= 1.055
# Pot 2 Z= 6 Rmt= 0.687 Rnm= 0.919
# Gam_ch=8.104E+00 H-L exch Vi=-6.000E+00 Vr= 0.000E+00
# Mu=-2.759E+00 kf=2.469E+00 Vint=-2.118E+01 Rs_int= 1.469
# FMS rfms= 6.0000
# PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           2.1905E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
   17158.159     -9.198  -1.300  1.84997E-03  1.41601E-03  4.33957E-04
   17159.111     -8.246  -1.200  2.23030E-03  1.67604E-03  5.54260E-04
   17159.987     -7.370  -1.100  2.73579E-03  2.01296E-03  7.22832E-04
   17160.788     -6.569  -1.000  3.42324E-03  2.45943E-03  9.63816E-04
   17161.511     -5.846  -0.900  4.38325E-03  3.06719E-03  1.31606E-03
   17162.159     -5.198  -0.800  5.76625E-03  3.92219E-03  1.84406E-03
   17162.731     -4.626  -0.700  7.83483E-03  5.17577E-03  2.65906E-03
   17163.098     -4.259  -0.627  1.00272E-02  6.48850E-03  3.53867E-03
   17163.598     -3.759  -0.512  1.56443E-02  9.83707E-03  5.80724E-03
   17164.098     -3.259  -0.362  3.22111E-02  1.98928E-02  1.23183E-02
   17164.598     -2.759   0.000  1.12137E+00  7.88002E-01  3.33365E-01
   17165.098     -2.259   0.362  2.89328E+00  1.56765E+00  1.32563E+00
   17165.598     -1.759   0.512  3.33628E+00  1.58512E+00  1.75115E+00
   17166.098     -1.259   0.627  3.20067E+00  1.59114E+00  1.60953E+00
   17166.598     -0.759   0.725  2.75017E+00  1.59136E+00  1.15881E+00
   17167.098     -0.259   0.810  2.32564E+00  1.58739E+00  7.38248E-01
   17167.598      0.241   0.887  2.02074E+00  1.58013E+00  4.40608E-01
   17168.098      0.741   0.958  1.81695E+00  1.57027E+00  2.46679E-01
   17168.598      1.241   1.025  1.68154E+00  1.55830E+00  1.23247E-01
   17169.098      1.741   1.087  1.58927E+00  1.54474E+00  4.45296E-02
   17169.598      2.241   1.146  1.52301E+00  1.52999E+00 -6.98003E-03
   17170.098      2.741   1.201  1.47188E+00  1.51429E+00 -4.24136E-02
   17170.598      3.241   1.255  1.42959E+00  1.49798E+00 -6.83880E-02
   17171.098      3.741   1.306  1.39244E+00  1.48127E+00 -8.88312E-02
   17171.541      4.184   1.350  1.36173E+00  1.46623E+00 -1.04502E-01
   17172.065      4.708   1.400  1.32626E+00  1.44846E+00 -1.22200E-01
   17172.608      5.251   1.450  1.28873E+00  1.43007E+00 -1.41346E-01
   17173.170      5.813   1.500  1.24864E+00  1.41123E+00 -1.62597E-01
   17173.751      6.394   1.550  1.20719E+00  1.39211E+00 -1.84914E-01
   17174.351      6.994   1.600  1.16695E+00  1.37280E+00 -2.05850E-01
   17174.970      7.613   1.650  1.13090E+00  1.35347E+00 -2.22574E-01
   17175.608      8.251   1.700  1.10133E+00  1.33416E+00 -2.32827E-01
   17176.266      8.909   1.750  1.07974E+00  1.31505E+00 -2.35319E-01
   17176.942      9.585   1.800  1.06647E+00  1.29618E+00 -2.29718E-01
   17177.637     10.280   1.850  1.06056E+00  1.27767E+00 -2.17111E-01
   17178.352     10.995   1.900  1.06216E+00  1.25957E+00 -1.97412E-01
   17179.085     11.728   1.950  1.07508E+00  1.24192E+00 -1.66845E-01
   17179.838     12.481   2.000  1.10365E+00  1.22482E+00 -1.21166E-01
   17180.609     13.252   2.050  1.14878E+00  1.20822E+00 -5.94405E-02
   17181.400     14.043   2.100  1.20679E+00  1.19225E+00  1.45409E-02
   17182.209     14.852   2.150  1.26771E+00  1.17688E+00  9.08318E-02
   17183.038     15.681   2.200  1.31547E+00  1.16219E+00  1.53281E-01
   17183.886     16.529   2.250  1.33381E+00  1.14809E+00  1.85714E-01
   17184.752     17.395   2.300  1.31773E+00  1.13468E+00  1.83045E-01
   17185.638     18.281   2.350  1.27741E+00  1.12191E+00  1.55507E-01
   17186.543     19.186   2.400  1.22987E+00  1.10982E+00  1.20053E-01
   17187.467     20.110   2.450  1.18779E+00  1.09841E+00  8.93863E-02
   17188.410     21.053   2.500  1.15512E+00  1.08760E+00  6.75186E-02
   17189.372     22.015   2.550  1.12953E+00  1.07747E+00  5.20605E-02
   17190.353     22.996   2.600  1.10789E+00  1.06802E+00  3.98700E-02
   17191.353     23.996   2.650  1.09027E+00  1.05913E+00  3.11469E-02
   17192.372     25.015   2.700  1.08006E+00  1.05091E+00  2.91453E-02
   17193.411     26.054   2.750  1.08058E+00  1.04329E+00  3.72855E-02
   17194.468     27.111   2.800  1.09324E+00  1.03622E+00  5.70172E-02
   17195.544     28.187   2.850  1.11537E+00  1.02979E+00  8.55830E-02
   17196.640     29.283   2.900  1.13486E+00  1.02386E+00  1.11005E-01
   17197.754     30.397   2.950  1.14781E+00  1.01852E+00  1.29286E-01
   17198.887     31.530   3.000  1.15251E+00  1.01373E+00  1.38786E-01
   17200.040     32.683   3.050  1.14838E+00  1.00944E+00  1.38938E-01
   17201.212     33.855   3.100  1.13529E+00  1.00565E+00  1.29639E-01
   17202.402     35.045   3.150  1.11428E+00  1.00232E+00  1.11957E-01
   17203.612     36.255   3.200  1.08758E+00  9.99495E-01  8.80829E-02
   17204.841     37.484   3.250  1.05828E+00  9.97123E-01  6.11608E-02
   17206.088     38.731   3.300  1.02960E+00  9.95207E-01  3.43942E-02
   17207.355     39.998   3.350  1.00372E+00  9.93703E-01  1.00191E-02
   17208.641     41.284   3.400  9.82037E-01  9.92608E-01 -1.05713E-02
   17209.946     42.589   3.450  9.65552E-01  9.91881E-01 -2.63292E-02
   17211.270     43.913   3.500  9.54217E-01  9.91561E-01 -3.73443E-02
   17212.613     45.256   3.550  9.47116E-01  9.91563E-01 -4.44469E-02
   17213.975     46.618   3.600  9.43374E-01  9.91929E-01 -4.85556E-02
   17215.356     47.999   3.650  9.41778E-01  9.92614E-01 -5.08360E-02
   17216.756     49.399   3.700  9.40995E-01  9.93574E-01 -5.25788E-02
   17218.175     50.818   3.750  9.39817E-01  9.94808E-01 -5.49910E-02
   17219.614     52.257   3.800  9.37342E-01  9.96314E-01 -5.89723E-02
   17221.071     53.714   3.850  9.33396E-01  9.98092E-01 -6.46958E-02
   17222.547     55.190   3.900  9.28528E-01  1.00005E+00 -7.15259E-02
   17224.043     56.686   3.950  9.23633E-01  1.00219E+00 -7.85619E-02
   17225.557     58.200   4.000  9.19796E-01  1.00450E+00 -8.47059E-02
