# CaUO2(CO3)3 2- solution complex - U L3-edge XANES              Feff 8.40   
# Based on liebigite geometry (Mereiter 1982, COD 9009613)
# Single Ca, no lattice waters - solution-phase model
# 2 Oax + 6 Oeq + 3 C + 3 Odis + 1 Ca
# ** Replace distances with your EXAFS-fit values **
# POT  SCF  30  6.0000   1, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=92 Rmt= 1.258 Rnm= 1.525 L3 shell
# Pot 1 Z= 8 Rmt= 0.834 Rnm= 1.054
# Pot 2 Z= 6 Rmt= 0.687 Rnm= 0.919
# Pot 3 Z=20 Rmt= 1.849 Rnm= 2.023
# Gam_ch=8.104E+00 H-L exch Vi=-6.000E+00 Vr= 0.000E+00
# Mu=-3.323E+00 kf=2.391E+00 Vint=-2.068E+01 Rs_int= 1.517
# FMS rfms= 6.0000
# PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           2.1758E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
   17158.238     -9.762  -1.300  1.90324E-03  1.48557E-03  4.17664E-04
   17159.190     -8.810  -1.200  2.30672E-03  1.76110E-03  5.45615E-04
   17160.066     -7.933  -1.100  2.84088E-03  2.11894E-03  7.21935E-04
   17160.866     -7.133  -1.000  3.56277E-03  2.59424E-03  9.68527E-04
   17161.590     -6.409  -0.900  4.56158E-03  3.24280E-03  1.31878E-03
   17162.238     -5.762  -0.800  5.98165E-03  4.15736E-03  1.82429E-03
   17162.810     -5.190  -0.700  8.06722E-03  5.50136E-03  2.56586E-03
   17163.176     -4.823  -0.627  1.02330E-02  6.91140E-03  3.32159E-03
   17163.676     -4.323  -0.512  1.56122E-02  1.05153E-02  5.09693E-03
   17164.176     -3.823  -0.362  3.05454E-02  2.13636E-02  9.18187E-03
   17164.676     -3.323   0.000  8.53220E-01  8.52373E-01  8.46687E-04
   17165.176     -2.823   0.362  2.58547E+00  1.69314E+00  8.92331E-01
   17165.676     -2.323   0.512  3.59056E+00  1.70797E+00  1.88260E+00
   17166.176     -1.823   0.627  3.95042E+00  1.70961E+00  2.24081E+00
   17166.676     -1.323   0.725  3.52385E+00  1.70435E+00  1.81950E+00
   17167.176     -0.823   0.810  2.87743E+00  1.69421E+00  1.18322E+00
   17167.676     -0.323   0.887  2.38025E+00  1.68041E+00  6.99839E-01
   17168.176      0.177   0.958  2.05635E+00  1.66381E+00  3.92536E-01
   17168.676      0.677   1.025  1.84827E+00  1.64515E+00  2.03122E-01
   17169.176      1.177   1.087  1.70622E+00  1.62495E+00  8.12686E-02
   17169.676      1.677   1.146  1.60133E+00  1.60377E+00 -2.44102E-03
   17170.176      2.177   1.201  1.52054E+00  1.58191E+00 -6.13675E-02
   17170.676      2.677   1.255  1.45685E+00  1.55974E+00 -1.02884E-01
   17171.176      3.177   1.306  1.40546E+00  1.53751E+00 -1.32049E-01
   17171.620      3.620   1.350  1.36800E+00  1.51786E+00 -1.49856E-01
   17172.144      4.144   1.400  1.33245E+00  1.49496E+00 -1.62510E-01
   17172.687      4.687   1.450  1.30458E+00  1.47168E+00 -1.67097E-01
   17173.249      5.249   1.500  1.28331E+00  1.44820E+00 -1.64893E-01
   17173.830      5.830   1.550  1.26327E+00  1.42468E+00 -1.61412E-01
   17174.430      6.430   1.600  1.23332E+00  1.40128E+00 -1.67959E-01
   17175.049      7.049   1.650  1.18758E+00  1.37811E+00 -1.90535E-01
   17175.687      7.688   1.700  1.13751E+00  1.35526E+00 -2.17749E-01
   17176.345      8.345   1.750  1.09786E+00  1.33286E+00 -2.35003E-01
   17177.021      9.021   1.800  1.07376E+00  1.31101E+00 -2.37243E-01
   17177.716      9.716   1.850  1.06353E+00  1.28975E+00 -2.26223E-01
   17178.431     10.431   1.900  1.06290E+00  1.26914E+00 -2.06240E-01
   17179.164     11.164   1.950  1.07245E+00  1.24926E+00 -1.76805E-01
   17179.916     11.917   2.000  1.09811E+00  1.23015E+00 -1.32038E-01
   17180.688     12.688   2.050  1.14286E+00  1.21178E+00 -6.89273E-02
   17181.479     13.479   2.100  1.20401E+00  1.19420E+00  9.81285E-03
   17182.288     14.288   2.150  1.27231E+00  1.17743E+00  9.48818E-02
   17183.117     15.117   2.200  1.33015E+00  1.16145E+00  1.68697E-01
   17183.965     15.965   2.250  1.35661E+00  1.14629E+00  2.10319E-01
   17184.831     16.832   2.300  1.34150E+00  1.13196E+00  2.09545E-01
   17185.717     17.717   2.350  1.29445E+00  1.11837E+00  1.76083E-01
   17186.622     18.622   2.400  1.23633E+00  1.10560E+00  1.30735E-01
   17187.546     19.546   2.450  1.18423E+00  1.09361E+00  9.06292E-02
   17188.489     20.489   2.500  1.14508E+00  1.08235E+00  6.27321E-02
   17189.451     21.451   2.550  1.11735E+00  1.07188E+00  4.54701E-02
   17190.432     22.432   2.600  1.09648E+00  1.06209E+00  3.43833E-02
   17191.432     23.432   2.650  1.08050E+00  1.05304E+00  2.74578E-02
   17192.451     24.452   2.700  1.07094E+00  1.04464E+00  2.62975E-02
   17193.489     25.490   2.750  1.07081E+00  1.03697E+00  3.38432E-02
   17194.547     26.547   2.800  1.08166E+00  1.02989E+00  5.17712E-02
   17195.623     27.623   2.850  1.09605E+00  1.02346E+00  7.25854E-02
   17196.718     28.719   2.900  1.10987E+00  1.01767E+00  9.21935E-02
   17197.833     29.833   2.950  1.12097E+00  1.01248E+00  1.08491E-01
   17198.966     30.967   3.000  1.12786E+00  1.00784E+00  1.20015E-01
   17200.119     32.119   3.050  1.12882E+00  1.00376E+00  1.25061E-01
   17201.290     33.291   3.100  1.12265E+00  1.00022E+00  1.22430E-01
   17202.481     34.481   3.150  1.10915E+00  9.97235E-01  1.11918E-01
   17203.691     35.691   3.200  1.08882E+00  9.94711E-01  9.41124E-02
   17204.919     36.920   3.250  1.06395E+00  9.92691E-01  7.12610E-02
   17206.167     38.167   3.300  1.03707E+00  9.91174E-01  4.58978E-02
   17207.434     39.434   3.350  1.01111E+00  9.90073E-01  2.10371E-02
   17208.720     40.720   3.400  9.88538E-01  9.89386E-01 -8.48343E-04
   17210.025     42.025   3.450  9.70784E-01  9.89112E-01 -1.83286E-02
   17211.349     43.349   3.500  9.58216E-01  9.89251E-01 -3.10347E-02
   17212.692     44.692   3.550  9.50333E-01  9.89757E-01 -3.94235E-02
   17214.054     46.054   3.600  9.46240E-01  9.90587E-01 -4.43470E-02
   17215.435     47.435   3.650  9.44656E-01  9.91782E-01 -4.71259E-02
   17216.835     48.835   3.700  9.44166E-01  9.93297E-01 -4.91313E-02
   17218.254     50.255   3.750  9.43390E-01  9.95046E-01 -5.16558E-02
   17219.693     51.693   3.800  9.41328E-01  9.97113E-01 -5.57844E-02
   17221.150     53.150   3.850  9.37474E-01  9.99410E-01 -6.19359E-02
   17222.626     54.627   3.900  9.32214E-01  1.00193E+00 -6.97201E-02
   17224.122     56.122   3.950  9.26472E-01  1.00464E+00 -7.81680E-02
   17225.636     57.636   4.000  9.21609E-01  1.00751E+00 -8.58984E-02
