# Ca2UO2(CO3)3(aq) di-Ca complex - U L3-edge XANES               Feff 8.40   
# Based on liebigite geometry (Mereiter 1982, COD 9009613)
# Two Ca (Ca3 + Ca1), no lattice waters - solution-phase model
# 16 atoms: 2 Oax + 6 Oeq + 3 C + 3 Odis + 2 Ca
# ** Replace distances with your EXAFS-fit values **
# POT  SCF  30  6.0000   1, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=92 Rmt= 1.257 Rnm= 1.524 L3 shell
# Pot 1 Z= 8 Rmt= 0.834 Rnm= 1.053
# Pot 2 Z= 6 Rmt= 0.687 Rnm= 0.918
# Pot 3 Z=20 Rmt= 1.849 Rnm= 2.023
# Gam_ch=8.104E+00 H-L exch Vi=-6.000E+00 Vr= 0.000E+00
# Mu=-3.416E+00 kf=2.393E+00 Vint=-2.085E+01 Rs_int= 1.516
# FMS rfms= 6.0000
# PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           2.1766E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
   17158.319     -9.855  -1.300  1.90672E-03  1.48100E-03  4.25719E-04
   17159.272     -8.903  -1.200  2.31059E-03  1.75554E-03  5.55054E-04
   17160.148     -8.026  -1.100  2.84579E-03  2.11206E-03  7.33728E-04
   17160.948     -7.226  -1.000  3.57000E-03  2.58557E-03  9.84434E-04
   17161.672     -6.502  -0.900  4.57369E-03  3.23162E-03  1.34207E-03
   17162.320     -5.855  -0.800  6.00380E-03  4.14260E-03  1.86120E-03
   17162.891     -5.283  -0.700  8.10996E-03  5.48124E-03  2.62871E-03
   17163.258     -4.916  -0.627  1.03035E-02  6.88562E-03  3.41788E-03
   17163.758     -4.416  -0.512  1.57743E-02  1.04749E-02  5.29940E-03
   17164.258     -3.916  -0.362  3.10721E-02  2.12791E-02  9.79305E-03
   17164.758     -3.416   0.000  8.86180E-01  8.48958E-01  3.72222E-02
   17165.258     -2.916   0.362  2.67470E+00  1.68615E+00  9.88553E-01
   17165.758     -2.416   0.512  3.63710E+00  1.70076E+00  1.93634E+00
   17166.258     -1.916   0.627  3.89228E+00  1.70234E+00  2.18994E+00
   17166.758     -1.416   0.725  3.42405E+00  1.69716E+00  1.72689E+00
   17167.258     -0.916   0.810  2.79989E+00  1.68717E+00  1.11273E+00
   17167.758     -0.416   0.887  2.33489E+00  1.67361E+00  6.61281E-01
   17168.258      0.084   0.958  2.03744E+00  1.65728E+00  3.80162E-01
   17168.758      0.584   1.025  1.84749E+00  1.63891E+00  2.08582E-01
   17169.258      1.084   1.087  1.71247E+00  1.61903E+00  9.34403E-02
   17169.758      1.584   1.146  1.60392E+00  1.59818E+00  5.74302E-03
   17170.258      2.084   1.201  1.51455E+00  1.57665E+00 -6.20970E-02
   17170.758      2.584   1.255  1.44263E+00  1.55481E+00 -1.12187E-01
   17171.258      3.084   1.306  1.38526E+00  1.53291E+00 -1.47649E-01
   17171.702      3.527   1.350  1.34506E+00  1.51355E+00 -1.68490E-01
   17172.226      4.051   1.400  1.31039E+00  1.49093E+00 -1.80545E-01
   17172.769      4.594   1.450  1.28932E+00  1.46798E+00 -1.78659E-01
   17173.331      5.156   1.500  1.28115E+00  1.44479E+00 -1.63643E-01
   17173.912      5.737   1.550  1.27898E+00  1.42155E+00 -1.42568E-01
   17174.512      6.337   1.600  1.26476E+00  1.39844E+00 -1.33682E-01
   17175.131      6.956   1.650  1.21657E+00  1.37551E+00 -1.58936E-01
   17175.769      7.595   1.700  1.14935E+00  1.35289E+00 -2.03540E-01
   17176.426      8.252   1.750  1.09710E+00  1.33073E+00 -2.33635E-01
   17177.102      8.928   1.800  1.06841E+00  1.30912E+00 -2.40705E-01
   17177.798      9.623   1.850  1.05781E+00  1.28806E+00 -2.30251E-01
   17178.512     10.338   1.900  1.05710E+00  1.26763E+00 -2.10536E-01
   17179.246     11.071   1.950  1.06653E+00  1.24794E+00 -1.81410E-01
   17179.998     11.824   2.000  1.09370E+00  1.22894E+00 -1.35238E-01
   17180.770     12.595   2.050  1.14104E+00  1.21072E+00 -6.96779E-02
   17181.560     13.386   2.100  1.20474E+00  1.19327E+00  1.14717E-02
